<Taxa>	PROTEIN	ARGININE	CYSTEINE	ISOLEUCINE	LEUCINE	LYSINE	METHIONINE	THREONINE	TRYPTOPHAN	VALINE	OIL	OLEIC	LINOLEIC	LINOLENIC	PALMITIC	STEARIC	STACHYOSE	SUCROSE
PI86027	41.1	7.6	1.5	5.7	8.4	6.9	1.5	3.7	1.4	4.9	20.1	25.7	51.4	9.2	11.4	4.5	3.4	5.8
PI86029	41.2	7.8	1.6	5.9	8.1	6.9	1.8	3.5	1.4	4.8	20.6	24.6	51.8	9.2	12.4	4.5	2.5	3.2
PI86032	43.2	7.7	1.4	4.8	8.2	6.8	1.3	3.7	1.4	5.1	19.7	26.4	50.9	8.7	11.3	4	5	6.2
PI86045	42.5	7.8	1.4	5.5	8.1	6.1	1.3	3.6	1.4	5.3	20.5	22.5	56	6.5	9.3	4.1	2.9	2.7
PI86045S	45.2	8.2	1.4	5.3	7.4	6.3	1.4	3.4	1.3	5	20.4	26.3	53	7.7	11.3	4.6	2	1.8
PI86046	45.1	7.7	1.3	5.1	8.2	6	1.2	3.4	1.3	4.8	14.5	17.6	57.7	7.5	13.2	3.7	3.1	3.4
PI86050	41.5	7.6	1.6	4.8	7.9	6.5	1.4	3.9	1.4	5	21.5	23.7	55	6	9.6	3.6	1.9	2.7
PI86063	42.8	7.4	1.5	4.8	8.2	6.6	1.4	3.7	1.4	5	21.3	24.4	51.9	9.1	11	4.2	3.1	4.6
PI86069	42.2	9.3	1.4	6.1	8.4	5.8	1.8	3.7	1.6	5.9	21.3	27.6	52.3	4.2	10	4	2.8	3.5
PI86084	44.3	7.5	1.5	4.6	8	6.5	1.3	3.4	1.2	5	21	27.4	52.6	7.8	11.2	4.1	2.9	2.3
PI86089	41.4	7.4	1.6	4.8	7.9	6.4	1.5	3.9	1.5	4.9	23.6	25.2	52.9	6.1	7.9	4	2.4	3.1
PI86109	49.4	7.6	1.3	4.3	7.4	6.4	1.3	3.4	1.2	4.9	17.5	24.9	55	5.5	10.8	4.3	2.9	1.7
PI86109B	47.9	7.45	1.44	4.36	7.52	6.21	1.4	3.43	1.31	5.08	18	24.8	54.3	8.3	8.7	4.5	3.5	4.2
PI86112	43.6	7.4	1.4	4.4	7.6	6.5	1.3	3.5	1.1	4.9	17.5	22.8	50.8	9.6	10.9	3.7	2.6	4
PI86113S	46	7.5	1.5	4.2	7.4	6.2	1.4	3.4	1.2	5.1	21.5	31.9	48.2	5.9	11.4	4.5	2.6	2.2
PI86114	42.1	7.5	1.5	4.9	8	6.7	1.4	3.8	1.5	4.9	21.8	23.1	51.3	10.2	10.9	4.4	3.1	3.8
PI86133	43.7	8	1.3	4.9	7.8	5.6	1.2	3.2	1.3	4.6	20.6	27.9	54.2	7.4	11.6	4.1	3.6	3.7
PI86145	41.1	7.6	1.4	5.8	8.1	6.6	1.6	3.4	1.2	4.7	19.1	23.9	54.3	7.7	12.3	4	3.5	5.5
PI86443	45.7	7.6	1.5	4.5	8	6.3	1.4	3.6	1.3	4.9	20	25.9	51.8	8.9	11.8	4.3	2.6	4
PI86449	43.6	7.76	1.56	4.71	7.76	6.55	1.4	3.71	1.3	5.07	19.3	23.2	54.4	7.1	7.7	4.1	1.9	1.7
PI86465	46.6	7.6	1.4	4.4	7.7	6.4	1.4	3.4	1.2	5.1	20	30.7	50	7.2	11.2	4.2	2.8	3
PI86892	46.5	8.1	1.5	5.1	7.8	6.4	1.4	3.4	1.3	5.1	19.8	24.8	53.7	9.3	11.3	3.9	3.2	2
PI86982	45.2	7.7	1.5	4.7	7.4	6.5	1.4	3.4	1.4	5.2	21.4	30.2	49.8	7.3	11	4.3	2.8	2.5
PI87026	48.1	7.47	1.39	4.35	7.51	6.3	1.4	3.38	1.28	4.99	17.6	24.6	55.8	6.5	7.6	4.6	2.7	3.4
PI87037	44.9	7.7	1.5	4.9	7.7	6.6	1.4	3.5	1.4	5.2	20.5	26.7	52	8.6	11	4.3	2.8	2.7
PI87065	44.2	7.6	1.5	4.5	7.8	6.4	1.4	3.6	1.3	5.1	21.4	28.3	48.9	7.8	11.6	4.3	2.7	3.4
PI87076	45.9	7.4	1.5	4.3	7.5	6.2	1.3	3.5	1.2	4.9	18.5	25.7	51.2	9	10.8	3.5	3.3	3.6
PI87165	46	7.3	1.5	4.3	7.4	6.2	1.4	3.3	1.2	4.9	20.4	28.4	51.4	8.6	11.4	4.1	2.9	3.1
PI87457	45.7	7.58	1.34	4.71	7.79	6.57	1.4	3.43	1.15	4.72	18	26.1	53.5	7.6	8.6	4.2	3.9	6.1
PI87542	43.4	7.6	1.6	4.7	8	6.4	1.5	3.6	1.3	5.2	21.2	26.6	50.4	8.9	11.4	3.9	3.2	2
PI87565	42.1	7.6	1.6	4.7	7.8	6.5	1.4	3.7	1.3	5	19.8	22.4	52.8	9.8	11.9	4.8	2.7	4.5
PI87574	45.3	7.5	1.6	4.6	7.7	6.4	1.5	3.7	1.4	5.2	20.1	24.5	52.6	9.2	10.9	4.9	3.1	3
PI87606	45.8	7.6	1.5	4.7	8	6.5	1.4	3.5	1.3	4.8	19.7	23.9	52.4	10.6	10.7	4.1	2.9	3.7
PI87614	44.4	7.51	1.37	4.42	7.24	6.38	1.3	3.55	1.14	5	19.9	28	52.8	6	7.4	4.4	1.8	3.2
PI87615	45.2	7.48	1.46	4.6	7.86	6.38	1.4	3.47	1.16	4.95	18.4	21.8	54.1	8.9	10.3	4.3	2.9	3.8
PI87619	42.9	7.5	1.6	4.7	7.7	6.4	1.4	3.7	1.3	5.1	21.3	25.5	51.3	8.7	11	5.1	3.7	4.4
PI87631	39.9	7.6	1.5	5	8.5	7	1.4	3.9	1.3	5	20.1	25.5	52.6	9.1	11.2	4.3	3.3	7.2
PI88293A	40.9	7.8	1.7	4.9	8.3	6.8	1.5	4	1.5	5.1	21.9	22.8	52.9	8.2	9.7	4.1	2.3	2.8
PI88297	43	7.5	1.6	4.7	7.7	6.5	1.4	3.8	1.4	4.9	22.1	26.7	50.5	8.7	11	4.2	2.2	3.4
PI88298	40.5	7.5	1.6	4.8	7.9	6.6	1.5	3.9	1.5	5.1	22.5	25.5	53.5	6	9	4.3	2.3	2.8
PI88304	42	7.5	1.6	4.7	7.7	6.5	1.4	3.8	1.3	5	21.4	26.1	52.9	4.8	9.8	3.8	1.9	3.1
PI88305	41.1	7.5	1.6	4.9	7.9	6.5	1.4	3.9	1.4	5.1	21.7	24.3	53	9.4	11.7	4.9	3.1	3.3
PI88307	41.8	7.6	1.6	4.8	8.1	6.6	1.4	3.9	1.4	5	21.4	23.6	52.6	8	9.1	3.8	2.1	3.5
PI88308	44.8	7.8	1.6	4.7	8	6.6	1.5	3.8	1.4	5.1	20.8	23.9	52.8	7.1	10.4	4.3	2.6	2.8
PI88309	42.7	7.5	1.6	4.6	7.8	6.5	1.4	3.7	1.3	5.1	21.8	24.9	54.4	6.4	9.9	4.9	2.2	1.5
PI88311	42.1	7.6	1.6	4.8	7.9	6.6	1.4	3.8	1.4	5.1	21.9	24.8	52.1	6.8	9.6	3.9	2.4	2.9
PI88312	40.2	7.4	1.6	4.9	8	6.7	1.4	3.9	1.3	5.2	21.9	24.3	51.9	10.2	10.4	4.6	3.3	4.6
PI88349	40.6	7.4	1.5	4.9	8.3	6.6	1.5	3.9	1.4	5	22.2	25.4	53.2	9.3	11.2	4.4	3.5	5.3
PI88350	41.6	7.5	1.6	4.9	8.1	6.6	1.5	3.9	1.5	5.2	23.4	26.3	51	8.4	10.9	4.3	2.6	2.6
PI88351	41.8	7.6	1.6	4.8	8.2	6.6	1.5	3.8	1.5	5.1	22.5	24.3	53.2	5.8	10.1	4.3	2.8	2.7
PI88353	42.3	7.5	1.5	4.7	7.8	6.5	1.5	3.8	1.3	5	20.5	25.8	51	8.7	11.2	5.1	3.4	5.6
PI88354	40.9	7.3	1.6	4.8	7.9	6.5	1.5	3.9	1.4	5.2	21.9	26.1	51.2	8.8	11.1	5	2.8	3.8
PI88355	44.7	7.5	1.5	4.5	7.8	6.4	1.4	3.6	1.3	5	19.4	24.9	51.4	9.6	11.4	3.9	2.5	3.9
PI88356	45.5	7.5	1.5	4.4	7.7	6.4	1.4	3.5	1.3	5.1	21	33.2	48.9	5.9	10.8	4.2	2.3	1.4
PI88357	43.8	7.5	1.5	4.6	7.6	6.4	1.4	3.7	1.4	4.9	22	25.4	51	7	10	3.7	2	3.1
PI88358	42.9	7.6	1.6	4.6	7.8	6.5	1.4	3.8	1.3	5.1	21.2	26	51.7	5.8	9.9	4.3	2.2	2.4
PI88359	40.4	7.3	1.6	4.8	7.9	6.5	1.5	3.9	1.4	5.1	22.6	26.5	50	8.8	10.5	4.8	2.9	4.2
PI88442	45.8	7.8	1.7	4.7	7.7	6.3	1.4	3.7	1.4	5	21.8	29.8	51.4	4.5	7.4	3.9	2.1	1.9
PI88445	41.3	7.4	1.6	4.8	8	6.6	1.4	3.8	1.4	5.1	20.8	25	52.2	9.2	11.7	4.2	3.3	5.1
PI88447	40.9	7.6	1.6	4.8	7.8	6.8	1.4	3.9	1.2	5.1	20.6	22.2	52.9	8.4	10.7	4.7	3.6	5.7
PI88448	41.5	7.4	1.6	4.8	7.9	6.6	1.4	3.8	1.3	5.1	21.3	25.1	52.9	8.8	11.4	4.5	3.1	4.3
PI88455	42.4	7.7	1.6	4.7	8	6.5	1.5	3.9	1.3	5.2	21.1	23.5	52.4	6.5	10.5	4.5	3.2	3.2
PI88458	41.5	8.1	1.4	5.7	8.6	6.3	1.4	3.6	1.5	5	19.3	22.9	55.5	8.1	11.2	3.6	3	4.7
PI88459	41.2	7.4	1.5	4.7	7.9	6.6	1.4	3.8	1.3	4.9	22.1	23.4	52.9	9.9	10.2	5	3.2	4.1
PI88466	40	7.4	1.6	5	8	6.5	1.4	3.9	1.3	5.2	21.9	26	49.8	8.8	11.4	5.1	3.4	4.1
PI88468	42.3	8	1.3	5.6	8	6	1.3	3.8	1.5	5.1	22.7	26.3	54.2	4.8	8.7	3.8	3.2	2.9
PI88479	41.4	7.4	1.5	4.7	7.8	6.5	1.4	3.8	1.3	5	22.5	25.5	55.1	7.3	9.6	4.7	2.6	2.6
PI88484	43.4	7.3	1.5	4.5	7.6	6.3	1.4	3.6	1.3	5	20.8	23.9	51	9.9	11.5	4.2	2.7	3.4
PI88486	45	7.8	1.4	4.8	8	6.7	1.4	3.5	1.4	5.2	19.3	25.6	52.6	7.6	11.9	4.4	2.4	3.8
PI88490	46.1	7.9	1.7	4.8	8	6.5	1.5	3.6	1.4	5.4	20.5	26.2	52.3	8.8	11.2	4.5	2.6	0.5
PI88492	40.2	7.5	1.5	5.8	8.2	7	1.8	3.6	1.4	4.9	21	23.7	53.5	9.5	11.9	4.7	3.3	4.8
PI88495	40.9	7.7	1.6	4.9	8.2	6.7	1.4	3.9	1.4	5.1	21.6	24.6	51.1	5.3	10.5	4.1	2.9	4.3
PI88497	42.1	7.6	1.6	4.7	7.5	6.4	1.4	3.9	1.3	5.1	23.4	26.1	51.4	5.4	10.7	4.2	1.6	2.2
PI88502	42.3	8.2	1.3	5.6	8.2	6	1.3	3.6	1.5	5.2	20.2	24.9	51.6	10	11.8	4	6	6.4
PI88777	41.8	7.4	1.9	5.6	8	6.6	1.5	3.6	1.5	4.6	23.3	25.1	50.7	5	10.4	4	2.4	2.9
PI88780	41.1	7.6	1.6	5.1	8.3	6.9	1.4	3.8	1.4	5.3	21.2	24.1	52.5	7.9	11.3	4.1	3.2	2.6
PI88782	44.8	7.7	1.6	5.2	8.2	6.6	1.5	3.8	1.4	4.8	22.1	25.6	52.2	9.7	11.2	4.2	2.3	2.7
PI88789	40.9	7.4	1.6	4.9	8.1	6.6	1.4	3.9	1.4	4.9	21.3	24.3	53.3	10.7	11.1	4.1	3.6	5.8
PI88797	44.5	7.7	1.5	4.5	7.6	6.3	1.4	3.8	1.4	5	20.7	23.3	52.6	7.8	12.4	4.4	2.1	1.5
PI88810	46.5	7.6	1.4	4.5	7.7	6.4	1.4	3.5	1.2	5	18.7	26.7	49.2	9.2	12.7	4.6	2.8	3.8
PI88815	41.7	7.7	1.5	5.4	8.4	6.9	1.4	3.9	1.4	5.2	21	24.6	53.6	9.7	10.9	4.2	3.7	5.8
PI88818	40.8	7.5	1.7	5.8	8.4	6.8	1.5	3.7	1.5	4.6	20.9	25.1	51.7	10.5	11.5	4.1	2.8	4.5
PI88820	49.6	7.6	1.4	4.3	7.6	6.2	1.3	3.3	1.2	5	18.4	29.6	49	7.2	10.9	3.9	3.4	4.6
PI88997	42.7	7.8	1.5	4.8	7.9	6.6	1.4	3.9	1.4	5.1	20.9	24.5	52.8	7.3	9.3	4.2	2.4	2.8
PI89002	39.9	7.3	1.6	5	8.3	6.6	1.5	4	1.5	5.2	22.5	26.7	50.5	8.7	10.2	4.7	2.8	4
PI89004	41.8	7.5	1.6	4.8	7.9	6.6	1.4	3.8	1.5	4.9	23.2	24.8	52.4	5.6	9.8	3.6	2.4	2.7
PI89006	44.7	7.6	1.5	4.6	7.7	6.4	1.4	3.7	1.3	4.8	21.6	26.7	49.4	8.1	11.7	4.3	2	3.2
PI89007	42.9	7.6	1.6	4.9	8.1	6.5	1.4	3.8	1.4	5	22.1	25.5	52.3	9.3	11.4	4.1	3	3.2
PI89009	40.9	7.4	1.5	4.8	8.1	6.6	1.4	3.8	1.4	5.1	22	26.4	49.5	8.2	10.8	4.9	2.8	4
PI89010	42.5	7.8	1.5	4.9	8	6.7	1.4	3.8	1.4	5.1	21.3	25.3	52.1	9.8	11.6	4.4	2.5	2.8
PI89012	42.2	7.4	1.5	4.7	7.6	6.4	1.4	3.8	1.4	5	21.9	26.2	54.3	4.4	10.3	3.8	1.7	3.1
PI89053	42	7.5	1.6	4.9	8	6.5	1.4	3.9	1.4	4.9	22.9	25.8	52.7	4.8	9.4	3.6	2.5	3.2
PI89055	44.4	7.4	1.5	4.5	7.4	6.2	1.3	3.7	1.4	5	21.5	25	52.6	6.4	11	4.1	2.1	2.6
PI89057	42.1	7.6	1.6	4.8	7.7	6.4	1.4	3.9	1.3	5	23.8	26.7	52.3	6.6	9	3.9	1.8	2.2
PI89058	43.2	7.3	1.6	4.6	7.7	6.2	1.4	3.6	1.3	5.1	21.4	25.7	52.2	7.2	10.2	4.3	2.3	2.1
PI89059	40.3	7.4	1.6	4.8	8	6.4	1.4	3.9	1.4	4.9	21.4	23.4	52.8	6.9	9.9	4.5	2.3	3.4
PI89060	42.2	7.6	1.6	4.9	8.3	6.6	1.4	3.7	1.3	5.2	21.6	24.1	54.5	6.1	10.8	4.2	2.2	2.5
PI89061	43	8	1.5	5.5	7.7	6.7	1.4	3.6	1.4	5.3	20.9	25.8	49.6	9	11.3	4.6	3	2.2
PI89061N	44.4	7.6	1.6	4.6	7.9	6.5	1.5	3.7	1.3	5	20	26.3	50.4	9.9	10.7	4.7	2.9	4.8
PI89063	45.5	7.5	1.6	4.6	7.6	6.4	1.4	3.7	1.3	4.7	22.5	26.2	52.6	5.9	9.6	3.9	1.2	1.9
PI89066	44.3	8.1	1.6	5.4	8.1	6.8	1.4	3.6	1.4	4.8	20.1	25.7	54.9	9.1	11.2	4.6	2.4	2.7
PI89067	43.3	7.4	1.6	4.7	7.9	6.4	1.4	3.7	1.3	4.9	20.8	24.9	52.5	9	11	4.8	3.1	4.4
PI89070	44.2	7.5	1.7	4.6	7.7	6.3	1.4	3.7	1.4	4.7	22.7	28.8	51	4.5	8.3	3.5	1.6	3.1
PI89072	42.7	7.4	1.6	4.7	7.6	6.4	1.4	3.8	1.4	4.9	22.3	27.4	51.9	5	8.9	3.9	2.1	3.3
PI89073	45.9	7.8	1.5	4.5	7.9	6.4	1.4	3.7	1.3	5.1	19.7	25.5	51.3	4.6	10.3	4.3	2.8	3.2
PI89075	42.9	7.5	1.6	4.6	8	6.5	1.4	3.7	1.4	4.9	21.4	23.8	53.5	8.7	11.4	4.5	2.5	2.3
PI89117	41.8	7.5	1.6	5	8.2	6.6	1.4	3.9	1.3	5.1	22	23.4	54	9.9	11.1	4.8	3	3.3
PI89128	41.8	7.1	1.5	4.7	7.6	6.7	1.5	3.7	1.3	4.9	21.4	21.4	53.9	10.1	10.8	4.9	3	3.3
PI89130	40.7	7.5	1.6	4.9	8.1	6.7	1.5	3.9	1.5	5.1	23.1	25.9	50.5	8.9	10.9	4.4	2.6	3.3
PI89138	43.7	7.7	1.5	5	8	6.7	1.4	3.8	1.3	5.1	21.1	23.3	54.1	7.3	11.3	4.3	2.9	2.5
PI89143	44.3	7.7	1.6	4.7	7.8	6.6	1.4	3.7	1.4	5	21.8	27.8	49.6	7.7	11.4	4.3	2.2	2.5
PI89146	42.8	8.2	1.4	5.7	8.4	6.1	1.3	3.7	1.5	5.3	20.2	23	55.5	7.4	10.3	3.6	3.4	2.5
PI89150	43.3	7.6	1.5	5	7.9	6.7	1.4	3.7	1.3	5	22	26.9	51.9	8.6	11.2	4.5	2.8	2.6
PI89152	40.6	7.4	1.6	4.8	7.9	6.6	1.5	3.8	1.4	5	22.9	26.8	51	7.5	10.9	5	2.7	3.3
PI89153	45.2	7.8	1.5	4.9	8	6.6	1.4	3.7	1.3	5.1	20.6	23.8	52.5	9.4	11.8	4.5	2.9	3.9
PI89154	38.7	7.5	1.6	5.4	8.4	7	1.5	4	1.5	5.2	23	23.3	53.1	8.4	10.7	4.3	2.7	4.1
PI89154S	45.5	8.1	1.5	4.9	7.7	6.6	1.4	3.5	1.4	5.4	21.8	29.5	48.6	7.6	11	4.5	2.6	NA
PI89156	43	7.8	1.5	4.6	7.8	6.5	1.4	3.7	1.3	5.1	20.6	28	48.5	6.8	11.3	4.5	2.4	4.1
PI89162	42.9	7.7	1.6	4.7	7.9	6.4	1.4	3.8	1.3	5.1	21.7	28.8	47.7	7.4	11	4.2	2.8	3.9
PI89167	41.1	7.7	1.5	4.8	7.9	6.7	1.4	3.9	1.3	5.1	21.2	26.4	50.6	5.7	11.5	4.3	2.7	4.2
PI89168	45.8	7.7	1.5	4.6	7.7	6.4	1.4	3.6	1.3	5	20.5	27.7	49.6	8	11.6	4.7	2.6	3.8
PI89171	41.3	7.6	1.6	4.8	7.9	6.7	1.4	3.9	1.3	5.1	21.6	25.6	51.9	5.8	11.7	4.5	2.8	3.2
PI89469	41.6	7.4	1.5	4.7	7.7	6.4	1.4	3.7	1.2	5	19.8	21.8	51.9	9.5	12.2	4.5	2.9	5.3
PI89769	49.1	7.47	1.44	4.28	7.87	6.34	1.5	3.34	1.27	4.89	16.9	23.6	53.7	9.1	8.3	3.8	3.9	5.5
PI89773	45.8	7.5	1.5	4.7	7.6	6.5	1.4	3.4	1.2	4.7	18.3	24.7	51.7	8.8	12.2	4.5	2.8	5.4
PI89784	44.7	7.6	1.5	4.6	7.9	6.5	1.4	3.7	1.4	4.9	19.9	25.6	53.7	9.6	10	4	2.9	5.1
PI90220	43.3	7.9	1.5	5.3	8.1	6.8	1.4	3.8	1.4	5	21.4	23.7	53.9	10.7	8.9	4.1	2.5	4.1
PI90221	41.1	7.9	1.6	4.9	8.1	6.8	1.4	3.8	1.3	5	20	21.9	54.3	12	10.4	3.9	2.8	4.7
PI90241	45.1	7.9	1.6	4.9	7.8	6.6	1.3	3.7	1.3	4.9	20.3	23.2	52.6	10.6	9.2	4	2.3	3.4
PI90243	45.7	7.8	1.6	4.9	7.7	6.5	1.4	3.4	1.4	5.1	20.3	29.2	51.3	8.3	11.1	4.2	2.8	1.9
PI90251	46.8	7.6	1.6	4.4	7.7	6.3	1.4	3.4	1.3	5.1	20.7	28.4	49.5	8.4	11.2	4.1	2.5	0.9
PI90256	45.2	7.7	1.5	4.5	8	6.5	1.4	3.6	1.2	4.8	18.8	21.7	52.8	11.6	11.1	4.6	2.7	4.3
PI90305	44.5	7.8	1.6	5	7.9	6.5	1.4	3.8	1.3	4.8	22.6	24.8	51.3	10.6	9.6	3.6	2.1	3.6
PI90392	43.8	7.7	1.5	4.7	8	6.7	1.4	3.7	1.4	5	19.2	24.8	52.4	10.5	11.1	4	3.1	4.9
PI90401	44.2	7.6	1.5	4.6	8	6.6	1.4	3.7	1.1	5	17.2	22.6	53.6	11	11	4.2	2.7	6.2
PI90402	44.2	7.4	1.5	4.5	7.6	6.5	1.3	3.6	1.3	4.9	19.6	24.2	52.8	9.9	11.4	4.4	2.5	3.4
PI90463	43.8	7.5	1.5	4.8	7.9	6.5	1.4	3.8	1.3	5.1	21.2	24.5	53.5	9.5	11.4	4.8	3.5	3.2
PI90479P	45.1	7.58	1.51	4.59	7.87	6.44	1.4	3.6	1.25	5.14	18.4	22.4	53.2	7.4	8.1	3.5	3.1	4.9
PI90481	48	7.4	1.5	4.3	7.3	6.2	1.4	3.4	1.3	5	19.5	26.7	51.3	8.7	11.7	4.4	2.6	2.4
PI90486	41	7.8	1.5	4.7	7.6	6.7	1.4	3.8	1.3	4.9	19	27.2	46	7.5	11.5	4.4	2.3	6.4
PI90490	44.6	7.3	1.4	4.3	7.5	6.5	1.3	3.5	1.1	4.9	19.5	24.2	52.8	8.2	10.9	4.4	2.6	2.9
PI90495N	42.1	7.4	1.6	4.6	7.6	6.5	1.4	3.7	1.2	4.8	20	22.7	49.8	9.6	11.4	4.8	2.6	4.3
PI90560	40.4	7.5	1.5	4.9	8	6.5	1.4	3.9	1.3	5.2	21.8	24.7	53	6.9	10.2	4.4	3.2	4
PI90563	46.3	7.58	1.54	4.42	7.72	6.23	1.4	3.46	1.26	5.07	18.3	27	54.6	7.1	7.5	4.3	2.8	4.3
PI90566	43.1	7.5	1.6	4.8	8	6.6	1.5	3.7	1.4	5.1	22	25.1	52.7	9.1	11.3	4.9	3	2.6
PI90567	44.2	7.7	1.4	4.8	8	6.6	1.4	3.6	1.4	5.2	20.9	26.3	51	8.3	11.6	4.4	2.7	1.9
PI90575	41.8	7.7	1.5	4.7	7.9	6.6	1.4	3.8	1.3	5.3	21.3	27.5	49.6	5.5	11.2	4.8	2.6	4.4
PI90577	41.4	7.4	1.6	4.8	7.9	6.6	1.5	3.8	1.2	5	21.1	24.3	52.6	9.2	11.2	4.2	3.4	2.6
PI90578	42.9	7.8	1.5	5.2	8.1	6.8	1.4	3.8	1.4	5.1	22.2	26.5	52.7	8.3	11.5	4.3	2.6	3.3
PI90579	43.1	7.6	1.5	5	7.9	6.7	1.4	3.8	1.4	5	21.5	26	49.5	8.7	11.8	4.1	2.7	4.3
PI90723	42.1	7.6	1.5	4.7	7.9	6.6	1.5	3.8	1.3	5.1	20.7	26.5	50.1	8.7	10.9	5.1	3.1	4.4
PI91082	43.5	7.7	1.5	4.7	7.8	6.4	1.4	3.7	1.3	5.1	21.1	27.4	50.1	8.2	11.1	4.6	2.3	2.9
PI91083	45.2	7.6	1.6	4.6	7.8	6.5	1.5	3.6	1.4	5	19.3	25.5	50.1	9.8	12.1	4.6	3	5.2
PI91089	41.7	7.4	1.6	4.7	7.9	6.6	1.5	3.8	1.3	5	21.3	25.9	49.6	9.4	11	5	3.3	5
PI91091	43.4	7.6	1.6	4.7	7.8	6.5	1.4	3.7	1.4	5	22.1	25.9	50.6	8.1	11.4	4	2.1	2.8
PI91100	45.6	7.9	1.7	4.9	8.3	6.4	1.5	3.7	1.4	5.4	21.3	27	51.5	8.9	11.2	3.9	2.9	0.6
PI91103	44.3	7.6	1.5	4.7	7.7	6.4	1.4	3.7	1.3	5.1	21	27.9	49.4	7.4	11	4.3	2.4	3.1
PI91104	40.9	7.6	1.6	4.8	8.1	6.8	1.4	3.9	1.4	5.1	21.8	23.4	52.3	8	11.9	5	3	3.2
PI91107	42.3	7.4	1.6	4.6	7.6	6.4	1.4	3.7	1.3	5	21.5	22.1	53.8	8.7	11.6	4.9	2.3	2.2
PI91108N	44.9	7.6	1.5	4.6	7.8	6.7	1.4	3.6	1.3	4.9	20.1	26.4	51.2	8.9	11.7	4.7	2.8	4.1
PI91109	43.6	7.7	1.6	4.8	8	6.6	1.4	3.7	1.4	5.1	21.8	26.6	51.5	7.2	11.4	4.3	2.2	2.4
PI91110	43.5	7.7	1.6	4.7	7.7	6.4	1.4	3.8	1.4	4.9	23.3	23.7	52.5	8.7	11.6	3.9	2.1	2.2
PI91113	39.1	7.3	1.5	4.9	7.8	6.6	1.4	3.9	1.4	5	22.2	26.8	48.5	6.9	11.4	4.4	2.5	4.5
PI91115	42.7	7.4	1.5	4.7	7.8	6.6	1.4	3.7	1.3	5	21.5	23.9	51.5	7.8	11.1	4.9	2.5	2.6
PI91116	44.6	8.1	1.6	5.3	8.1	6.8	1.4	4	1.4	5.1	21.1	23.6	54.2	10	11	3.7	2.3	2.1
PI91120	42.9	7.7	1.6	4.8	8	6.6	1.4	3.8	1.4	4.9	21.6	23.9	53.4	8.1	11.7	4.4	2.4	3.3
PI91123	42.4	7.5	1.6	4.8	7.8	6.4	1.4	3.9	1.4	5.1	22.1	22	54	9.2	11.2	4.7	2.6	2.7
PI91124	40.7	7.3	1.5	4.8	7.9	6.5	1.4	3.9	1.3	5.1	22.3	25.5	51.8	6.3	11.5	4.3	2.7	5
PI91126	41.8	7.7	1.5	4.9	8.4	6.8	1.4	3.8	1.4	5.2	20.9	26.4	51.9	8.7	11.3	4.6	3.1	5.5
PI91144	46.2	7.75	1.71	4.6	7.8	6.31	1.5	3.78	1.46	5.3	19.6	25.8	54.2	5.7	10.8	4.1	4.6	5.6
PI91150	42.4	7.8	1.6	4.9	8.3	6.7	1.4	3.8	1.4	4.9	20.9	23	54	8.6	11.1	4.1	2.1	3.1
PI91159S	46.4	7.6	1.5	4.4	7.6	6.3	1.3	3.5	1.2	5.2	18	26	50.5	9	11.7	4	3	3.7
PI91340	42.6	7.8	1.6	5.6	8	6.8	1.5	3.6	1.4	4.9	21.2	25.2	51.8	9.8	12.1	4.9	2.6	2.6
PI91343	45	7.5	1.5	4.6	7.8	6.6	1.4	3.5	1.1	5	19.1	23.5	52.6	7.5	11.9	4.4	4.1	4.8
PI91557	46.2	8	1.2	4.7	8.4	6.7	1.2	3.4	1.4	5.5	18.8	26	51.7	8.7	11.6	4.1	2.9	2.1
PI91646	45.3	7.5	1.5	4.5	7.6	6.3	1.4	3.5	1.3	5.1	20.7	28.6	50	8.6	11.5	4.2	2.7	1.8
PI91684	49	7.5	1.5	4.5	8.1	6.5	1.6	3.4	1.3	4.7	18.5	25.2	53.4	9.7	10.6	3.6	2.6	4.3
PI91725	45.8	7.8	1.6	4.6	7.9	6.5	1.4	3.5	1.4	5.2	20.6	26.9	49.9	8.9	11.1	4.2	2.5	1.3
PI92463	45.6	7.3	1.4	4.3	7.5	6.1	1.4	3.4	1.2	5	17.7	28.2	52.3	9.1	10.8	4.3	3	5.6
PI92470	46.2	7.7	1.5	4.6	7.9	6.5	1.5	3.5	1.4	5	20.7	25.6	50.4	9.1	11.6	4.3	2.2	1.8
PI92560	44.9	8	1.3	5.4	8	6.6	1.5	3.6	1.3	4.9	17.5	23	52.7	7.6	12.3	3.6	3.1	4.4
PI92570	42.9	7.6	1.6	4.7	7.9	6.6	1.5	3.8	1.3	5	22.1	27.4	50.2	6.5	11.4	4.5	2.7	3
PI92583	42.3	7.5	1.6	4.8	7.9	6.5	1.5	3.7	1.5	4.9	22.7	29.4	47.4	4.6	10.3	3.9	2.1	3.3
PI92600	41.7	7.3	1.6	4.7	7.7	6.4	1.4	3.8	1.3	5	22.6	26.7	49.5	9.1	10	5	3.6	3.5
PI92601	44.2	7.6	1.5	4.6	8.1	6.5	1.5	3.7	1.3	5.3	19	23.1	54.1	8.2	10.8	4.1	2.6	4.7
PI92603	39.2	7.4	1.7	5	8.1	6.7	1.5	4	1.5	5.1	23.3	24.2	51.5	8.7	11	4.3	2.8	4.1
